address,latitude,longitude
"2341 E OLYMPIC, LOS ANGELES 90021",,
"1304 S COCHRAN AVE, LOS ANGELES 90019",,
"ST ANNE  and  GLENNEYRE, LAGUNA BEACH 92651",,
"370 JUNIPERO AVE, LONG BEACH 90814",,
"515 E 3D ST., LONG BEACH 90802",,
"2475 BORCHARD RD, NEWBURY PARK 91320",,
"23233 LYONS AVE, NEWHALL 91321",,
"13427 PUMICE ST, NORWALK 90650",,
"120 CHURCH RD, OJAI 93023",,
"ALTADENA DR  and  MOUNTAIN, PASADENA 91107",,
"19620 VANOWEN ST, RESEDA 91335",,
"701 N ORANGE, RIVERSIDE 92501",,
"14132 HUBBARD ST, SAN FERNANDO 91340",,
"325 S PINE ST, SAN GABRIEL 91776",,
"235 S HILL ST, SANTA MONICA 90405",,
"1008 11TH STREET, SANTA MONICA 90403",,
"12220 SEAL BEACH BLVD, SEAL BEACH 90740",,
"5657 LINDLEY AVE, TARZANA 91356",,
"6725 FRIENDS AVE, WHITTIER 90601",,
"4861 LIVERPOOL, YORBA LINDA 92886",,
"2603 MATHEWS AVE, REDONDO BEACH 90278",,
"324 CALLE DE LOS MOLINOS, SAN CLEMENTE 92672",,
"6145 FRANKLIN AVE, HOLLYWOOD 90068",,
"108 W 2ND, LOS ANGELES 90012",,
"801 VIA DE LA PAZ, PACIFIC PALISADES 90272",,
"10497 WILSHIRE BLVD, WESTWOOD 90024",,
"9307 S CENTRAL AVE, LOS ANGELES 90002",,
"2560 HUNTINGTON DR, SAN MARINO 91108",,
"3590 GRAND VIEW BLVD, MAR VISTA 90266",,
"721 S MAIN ST, LOS ANGELES 90018",,
"1444 3RD ST PROMENADE, SANTA MONICA 90401",,
"14401 DICKENS ST, SHERMAN OAKS 91423",,
"8005 S FIGUEROA ST, LOS ANGELES 90003",,
"26825 ROLLING HILLS RD, ROLLING HILLS 90274",,
"111 N HOPE ST, LOS ANGELES 90012",,
"1534 W VERNON AVE, LOS ANGELES 90062",,
"SANTA ANITA RACE TRACK GATE 7, ARCADIA 91007",,
"9300 CRENSHAW BLVD, INGLEWOOD 90305",,
"9702 S HOLMES AVE, LOS ANGELES 90002",,
"1243 ARTESIA BLVD, MANHATTAN BEACH 90266",,
"15125 JANINE DRIVE, WHITTIER 90605",,
"370 CAMPUS DR, ARCADIA 91007",,
"17727 E CYPRESS ST, COVINA 91722",,
"16110 LA SALLE AVE, GARDENA 90247",,
"8722 CRENSHAW BLVD, INGLEWOOD 90305",,
"4831 S GRAMERCY PL, LOS ANGELES 90062",,
"347 S NORMANDIE AVE, LOS ANGELES 90020",,
"351 E 6TH ST, LONG BEACH 90802",,
"1340 11 TH ST, MANHATTAN BEACH 90266",,
"132 N EUCLID AVE, PASADENA 91101",,
"100 N PACIFIC COAST HWY, REDONDO BEACH 90277",,
"4191 COCHRAN ST, SIMI 93063",,
"8701 FOOTHILL BLVD, SUNLAND 91040",,
"3333 SKYPARK DR, TORRANCE 90505",,
"2900 N CARSON ST, TORRANCE 90503",,
"1038 N MACLAY ST, SAN FERNANDO 91340",,
"2120 EL SERENO ST, ALTADENA 91001",,
"14525 S BELLFLOWER BLVD, BELLFLOWER 90706",,
"8400 GREGORY WAY, BEVERLY HILLS 90211",,
"20600 ROSCOE BLVD, CANOGA PARK 91306",,
"9635 VENICE BLVD, CULVER CITY 90032",,
"4464 SEPULVEDA BLVD RM 7, CULVER CITY 90230",,
"2151 DIAMOND BAR BLVD, DIAMOND BAR 91765",,
"10164 BODGER ST, EL MONTE 91733",,
"612 CANADA TRAIL, FRAZIER PARK 93225",,
"13560 HAWTHORNE BLVD, HAWTHORNE 90250",,
"511 W AVE 46, HIGHLAND PARK 90065",,
"4014 MELROSE AVE, HOLLYWOOD 90004",,
"309 S OXFORD AVE, LOS ANGELES 90020",,
"735 S PLYMOUTH, LOS ANGELES 90005",,
"303 S PECK AVE, MANHATTAN BEACH 90266",,
"2200 VIA ROSA, PALOS VERDES 90274",,
"1757 N LAKE AVE, PASADENA 91104",,
"1100 N AVENUE 64, PASADENA 90042",,
"2900 E DEL MAR BLVD, PASADENA 91107",,
"789 N ALTADENA DR, PASADENA 91107",,
"2221 PALOS VERDES DR N, ROLLING HILLS 90274",,
"14115 MAGNOLIA BLVD, SHERMAN OAKS 91423",,
"4704 TWEEDY BLVD, SOUTH GATE 90280",,
"16865 PACIFIC COAST HWY, SUNSET BEACH 92649",,
"13770 SAYRE ST, SYLMAR 91342",,
"14450 OLIVE VIEW DR, SYLMAR 91342",,
"6825 KESTER AVE, VAN NUYS 91405",,
"681 VENICE BLVD, VENICE 90291",,
"1200 N VISTA ST, LOS ANGELES 90046",,
"32111 WATERGATE RD, WESTLAKE VILLAGE 91361",,
"300 IMPERIAL, BREA 92821",,
"E BONITA AVE  and  N MOUNTAIN AVE, CLAREMONT 91711",,
"9813 PARAMOUNT BLVD, DOWNEY 90240",,
"17114 VENTURA BLVD, ENCINO 91316",,
"9842 W 13TH ST, GARDEN GROVE 92844",,
"7929 MELROSE AVE, HOLLYWOOD 90046",,
"4450 W ADAMS BLVD, LOS ANGELES 90016",,
"1147 S ALVARADO ST, LOS ANGELES 90006",,
"5881 S CHERRY AVE, LONG BEACH 90805",,
"5875 APPIAN WAY EAST, LONG BEACH 90803",,
"3700 E SIERRA MADRE BLVD, PASADENA 91107",,
"5969 BROCKTON, RIVERSIDE 92506",,
"32202 DEL OBISPO, SAN JUAN CAPISTRANO 92675",,
"7TH AND WILSHIRE, SANTA MONICA 90403",,
"26640 BOUQUET CANYON, SAUGUS 91350",,
"10TH  and  S COAST HWY, SEAL BEACH 90740",,
"8140 SUNLAND BLVD, SUN VALLEY 91352",,
"14646 SHERMAN WAY, VAN NUYS 91405",,
"8420 SUNSET BLVD, LOS ANGELES 90069",,
"5650 SHOUP AVE, WOODLAND HILLS 91367",,
"515 W BALBOA BLVD, NEWPORT BEACH 92661",,
"225 GRANDVIEW ST, PASADENA 91104",,
"520 S LARK ELLEN AVE, WEST COVINA 91791",,
"10925 VALLEY HOME AVE, WHITTIER 90603",,
"4747 E 56TH ST, MAYWOOD 90270",,
"5415 S MAIN ST, LOS ANGELES 90011",,
"31290 PALOS VERDES DR W, RANCHO PALOS VERDES 90275",,
"480 W GAINSBOROUGH, THOUSAND OAKS 91360",,
"100 N 3RD AVE, COVINA 91723",,
"1721 ARIZONA AVE, SANTA MONICA 90404",,
"27265 LUTHER DR, CANYON COUNTRY (SAUGUS AREA) 91351",,
"400 WEST BEACH AVE, INGLEWOOD 90302",,
"1749 N LA BREA AVE, HOLLYWOOD 90046",,
"5757 WILSHIRE BLVD, LOS ANGELES 90036",,
"444 N REXFORD DR, BEVERLY HILLS 90210",,
"101 S HILL AVE, PASADENA 91106",,
"285 W HUNTINGTON DR, ARCADIA 91007",,
"3625 WINTER CANYON ROAD, MALIBU 90265",,
"827 S LONE HILL AVE, GLENDORA 91740",,
"4445 NOBLE AVE, SHERMAN OAKS 91403",,
"34709 AGUA DULCE CANYON RD, AGUA DULCE 91301",,
"2828 MAGNOLIA BLVD, BURBANK 91505",,
"1226 N ALVARADO ST, ECHO PARK 90026",,
"3555 S WESTERN AVE, LOS ANGELES 90732",,
"4112 W SLAUSON AVE, LOS ANGELES 90043",,
"1025 S CLOVERDALE AVE, LOS ANGELES 90019",,
"7531 SANTA MONICA BLVD, LOS ANGELES 90046",,
"16153 RUSSELL ST, WHITTIER 90603",,
"1296 N FAIRFAX AVE, LOS ANGELES 90046",,
"325 S LA CIENEGA BLVD, BEVERLY HILLS 90035",,
"731 S BUNDY DR, BRENTWOOD 90049",,
"1111 VALLECITO, CARPINTERIA 93013",,
"900 S MAIN, CORONA 92882",,
"540 MAIN ST, EL SEGUNDO 90245",,
"630 ARENA ST, EL SEGUNDO 90245",,
"5391 POPLAR BLVD, EL SERENO 90032",,
"5400 11TH AVE, LOS ANGELES 90043",,
"1754 E 92ND ST, LOS ANGELES 90002",,
"1050 E 50TH ST, LOS ANGELES 90011",,
"24360 YOSEMITE, LAGUNA NIGUEL 92677",,
"217 N LINDSAY, LAKE ELSINORE 92530",,
"759 LINDEN AVE, LONG BEACH 90813",,
"5550 ATHERTON ST, LONG BEACH 90815",,
"14860 ROSCOE BLVD, PANORAMA CITY 91402",,
"2201 S LELAND ST, SAN PEDRO 90731",,
"1227 4TH ST, SANTA MONICA 90401",,
"1406 MARINE AVE, SANTA MONICA 90405",,
"269 OLD TOPANGA CANYON RD, TOPANGA 90290",,
"22940 OCEAN AVE, TORRANCE 90505",,
"24901 ORCHARD VILLAGE RD, VALENCIA 91355",,
"6323 W 80TH ST, WESTCHESTER 90045",,
"6115 FALLBROOK AVE, WOODLAND HILLS 91364",,
"2930 HYPERION AVE, ATWATER 90027",,
"7255 8TH ST, BUENA PARK 90621",,
"747 N WHITNALL HWY, BURBANK 91505",,
"9901 MASON AVE, CHATSWORTH 91311",,
"203 E 6TH ST, CORONA 92879",,
"24642 SAN JUAN AVE, DANA POINT 92629",,
"2424 COLORADO BLVD, EAGLE ROCK 90041",,
"18350 MT LAGLEY ST, FOUNTAIN VALLEY 92708",,
"1735 HALE ST, GLENDALE 90201",,
"804 E FOOTHILL BLVD, GLENDORA 91741",,
"15950 CHATSWORTH ST, GRANADA HILLS 91344",,
"1818 MONTEREY BLVD, HERMOSA BEACH 90254",,
"809 E 5TH ST, LOS ANGELES 90013",,
"5828 WILSHIRE BLVD, LOS ANGELES 90036",,
"150 N PALM ST, LA HABRA 90631",,
"5121 HAYTER AVE, LAKEWOOD 90712",,
"6201 E WILLOW ST, LONG BEACH 90815",,
"11338 SANTA MONICA BLVD, LOS ANGELES 90025",,
"SW CRNR SAN ANTONIO  and  ARROW, MONTCLAIR 91786",,
"13000 SAN ANTONIO DRIVE, NORWALK 90650",,
"2421 SOUTH C ST, OXNARD 93033",,
"75 N MARENGO AVE, PASADENA 91101",,
"520 E ORANGE GROVE BLVD, PASADENA 91101",,
"31533 HILLTOP BLVD, RUNNING SPRINGS 92314",,
"1216 CEDAR, SAN BERNARDINO 92404",,
"202 AVENIDA ARAGON, SAN CLEMENTE 92672",,
"1350 W 25TH ST, SAN PEDRO 90732",,
"9226 LANGDON AVE, SEPULVEDA 91343",,
"280 ROYAL AVE, SIMI 93065",,
"465 W 15TH ST, UPLAND 91786",,
"MARTEL  and  SANTA MONICA BLVD, LOS ANGELES 90046",,
"544 N AVALON BLVD, WILMINGTON 90744",,
"23388 MULHOLLAND DR, WOODLAND HILLS 91302",,
"1830 W ROMNEYA DR, ANAHEIM 92801",,
"861 VALLEY DR, HERMOSA BEACH 90254",,
"1515 N VERMONT (ENTRANCE SUNSET), HOLLYWOOD 90028",,
"17451 ZEIDER LN, HUNTINGTON BEACH 92647",,
"31872 COAST HWY, LAGUNA BEACH 92651",,
"4274 MELROSE AVE, LOS FELIZ 90029",,
"3813 E COLORADO, PASADENA 91107",,
"16850 BASTANCHURY RD, YORBA LINDA 92886",,
"6666 GREEN VALLEY CIRCLE, CULVER CITY 90230",,
"375 PALOS VERDES BLVD, REDONDO BEACH 90277",,
"212 PIER AVE, SANTA MONICA 90405",,
"17300 PACIFIC COAST HWY, PACIFIC PALISADES 90272",,
"25725 BLVDAND PL, LOMITA 90717",,
"1436 2ND STREET, SANTA MONICA 90401",,
"7300 W MANCHESTER AVE, WESTCHESTER 90045",,
"3400 BARNARD WAY, SANTA MONICA 90405",,
"BOARDWALK NORTH OF SM PIER, SANTA MONICA 90401",,
"5838 MAGNOLIA AVE, WHITTIER 90601",,
"840 N AVE 66, HIGHLAND PARK 90042",,
"575 S FAIRFAX AVE, LOS ANGELES 90048",,
"2700 MONTROSE AVE, LA CRESCENTA 91020",,
"1150 LINCOLN BLVD, SANTA MONICA 90403",,
"LAUREL CANYON  and  MULHOLLAND DR, LOS ANGELES 90046",,
"320 E ANGELENO, BURBANK 91502",,
"4903 S WESTERN AVE, LOS ANGELES 90062",,
"5465 S CITRONELL AVE, PICO RIVERA 90660",,
"5060 VAN NUYS BLVD, SHERMAN OAKS 91403",,
"21815 PIONEER BLVD, HAWAIIAN GARDENS 90716",,
"CORDOVA ST  and  CHESTER AVE, PASADENA 91106",,
"1227 4TH STREET, SANTA MONICA 90401",,
"11269 WASHINGTON BLVD, CULVER CITY 90230",,
"7866 FOUNTAIN AVE, LOS ANGELES 90046",,
"2040 PLACENTIA, COSTA MESA 92627",,
"303 E 52ND ST, LOS ANGELES 90011",,
"E BONITA AVE  and  BERKLEY, CLAREMONT 91711",,
"4040 WEST 154TH ST, LAWNDALE 90260",,
"3306 VENICE BLVD, LOS ANGELES 90019",,
"2439 WILSHIRE BLVD, SANTA MONICA 90403",,
"BROADWAY, SUNSET BEACH 92649",,
"10750 OHIO AVE, WESTWOOD 90024",,
"5201 EVERGREEN, CYPRESS 90630",,
"3430 COGSWELL RD, EL MONTE 91732",,
"12917 CERISE AVE, HAWTHORNE 90250",,
"15TH ST, MANHATTAN BEACH 90266",,
"11507 STUDEBAKER RD, NORWALK 90650",,
"203 EAST G STREET, ONTARIO 91764",,
"5400 CREST RD, RANCHO PALOS VERDES 90275",,
"PACIFIC COAST, REDONDO BEACH 90277",,
"1386 7TH ST, SAN PEDRO 90732",,
"2425 16TH ST, SANTA MONICA 90405",,
"8700 ALDEN DR, LOS ANGELES 90048",,
"15215 E JANINE DRIVE, WHITTIER 90605",,
"3708 N EAGLE ROCK BLVD, EAGLE ROCK 90065",,
"201 E BENNET AVE, GLENDORA 91741",,
"428 PARK AVE, LAGUNA BEACH 92651",,
"CORNER OF 7TH ST  and  ATLANTIC, LONG BEACH 90813",,
"4017 E 6TH ST, LONG BEACH 90814",,
"6955 FERNHILL DR, MALIBU 90265",,
"INDIAN ST  and  DRACAEA, MORENO VALLEY 92553",,
"1250 ERBES RD, THOUSAND OAKS 91362",,
"6561 W 88TH ST, WESTCHESTER 90045",,
"109 E WILSHIRE AVE, FULLERTON 92832",,
"2612 WORKMAN ST, LINCOLN HEIGHTS 90031",,
"8699 HENDERSON, SATICOY 93004",,
"12907 BAILEY ST, WHITTIER 90601",,
"29295 AGOURA ROAD, AGOURA 91301",,
"4572 W WASHINGTON BLVD, LOS ANGELES 90016",,
"919 S GRAND AVE, LOS ANGELES 90015",,
"3301 PICO BLVD, SANTA MONICA 90404",,
"3643 ROSEMEAD BLVD, ROSEMEAD 91770",,
", VENICE 90291",,
"620 E MOUNT CURVE AVE, ALTADENA 91001",,
"11800 NEBRASKA AVE, LOS ANGELES 90025",,
"1900 SO PROSPECT AVE, REDONDO BEACH 90277",,
"600 SOUTH D ST, OXNARD 93030",,
"578 BONANZA TRAIL, BIG BEAR 92315",,
"1644 WILSHIRE BLVD, LOS ANGELES 90057",,
"S ESPLANADE  and  AVE C, REDONDO BEACH 90277",,
"132 SANTA MONICA BLVD, SANTA MONICA 90401",,
"BETWEEN 12TH  and  13TH STS, SEAL BEACH 90740",,
"3200 LOS ANGELES AVE, SIMI VALLEY 93063",,
"VENTURA BLVD  and  PASO ROBLES, ENCINO 91316",,
"1600 S ROBERTSON BLVD, LOS ANGELES 90035",,
"370 E WHITTIER BLVD, LA HABRA 90631",,
"LIMA  and  CANYON PARK, SIERRA MADRE 91024",,
"5900 BROCKTON, RIVERSIDE 92506",,
"16885 PACIFIC COAST HWY, SUNSET BEACH 92649",,
"435 FAIR OAKS AVE, SOUTH PASADENA 91030",,
"815 MISSION ST, SOUTH PASADENA 91030",,
"207 N VICTORY BLVD, BURBANK 91506",,
"4455 OVERLAND AVE, CULVER CITY 90230",,
"1300 E COLORADO BLVD, GLENDALE 91205",,
"810 BEACON AVE, LOS ANGELES 90017",,
"817 E AVENUE Q #15, PALMDALE 93550",,
"1825 LOMITA BLVD, LOMITA 90717",,
"30600 THOUSAND OAKS BLVD, AGOURA 91301",,
"2501 W EL SEGUNDO BLVD, HAWTHORNE 90250",,
"789 N ALTADENA DR, PASADENA 91104",,
"8701 GRACIE ALLEN DR, LOS ANGELES 90048",,
"2817 MONTROSE AV, LA CRESCENTA 91214",,
"514 N PROSPECT AVE, REDONDO BEACH 90277",,
"1133 7TH STREET, SANTA MONICA 90403",,
"349 ASH, CARPINTERIA 93013",,
"1946 VEDANTA, HOLLYWOOD 90068",,
"2610 S MANSFIELD AVE, LOS ANGELES 90016",,
"25904 CAYUGA AVE, LOMITA 90717",,
"5950 EAST WILLOW ST, LONG BEACH 90815",,
"2908 S ROBERTSON PLACE, PALMS 90034",,
"28 MOCCASIN LANE, ROLLING HILLS ESTATES 90274",,
"26111 BOUQUET CANYON RD H1  and  H2, SAUGUS 91350",,
"1955 BRIDGET ST, SIMI 93065",,
"11101 S MAIN ST, WATTS 90061",,
"2476 NEWPORT BLVD, COSTA MESA 92627",,
"514 W ADAMS BLVD, LOS ANGELES 90007",,
"BASELINE RD, LA VERNE 91750",,
"616 W CLEVELAND AVE, MONTEBELLO 90640",,
"1002 PICO BLVD, SANTA MONICA 90405",,
"322 N BALDWIN, SIERRA MADRE 91024",,
"13832 POLK ST, SYLMAR 91342",,
"1422 ENGRACIA AVE, TORRANCE 90501",,
"MAIN ST  and  CENTENNIAL, TUSTIN 92780",,
"8150 KNOTT AVE, BUENA PARK 90620",,
"1597 YOSEMITE DR., EAGLE ROCK 90041",,
"10200 SLATER, FOUNTAIN VALLEY 92708",,
"4350 WILSHIRE BLVD, LOS ANGELES 90005",,
"15700 ROSECRANS AVE, LA MIRADA 90638",,
"CROWN VALLEY PKWAY, LAGUNA NIGUEL 92677",,
"249 FLORY AVE, MOORPARK 93021",,
"N AVE 56 BETWEEN ASH  and  MONTE VISTA, HIGHLAND PARK 90042",,
"1850 W 54TH ST, LOS ANGELES 90062",,
"4274 MELROSE AVE, HOLLYWOOD 90004",,
"1460 LOS ANGELES AVE, SIMI 93065",,
"1774 E 118TH ST, WILLOWBROOK 90059",,
"501 S BUENA VISTA ST, BURBANK 91521",,
"3450 W 43RD ST, LOS ANGELES 90008",,
"4920 S AVALON AVE, LOS ANGELES 90011",,
"24919 AVALON BLVD, WILMINGTON 90744",,
"890 TOYOPA DRIVE, PACIFIC PALISADES 90272",,
"101 S ATLANTIC BLVD, ALHAMBRA 91801",,
"GATE 7 - BALDWIN AVE, ARCADIA 91007",,
"1325 N COLLEGE AVE, CLAREMONT 91711",,
"5081 ELLENWOOD DRIVE, EAGLE ROCK 90041",,
"3574 LEXINGTON AVE, EL MONTE 91731",,
"4679 W EL SEGUNDO BLVD, HAWTHORNE 90250",,
"7005 S WESTERN AVE, LOS ANGELES 90047",,
"453 S INDIANA ST, LOS ANGELES 90063",,
"801 W 70TH ST, LOS ANGELES 90044",,
"1105 BLVDUFF RD, MONTEBELLO 90640",,
"16111 PLUMMER ST, NORTH HILLS 91343",,
"9440 BALBOA BLVD, NORTHRIDGE 91343",,
"2217 BELMONT LANE, REDONDO BEACH 90278",,
"1440 HARVARD ST, SANTA MONICA 90404",,
"2551 MOTOR AVE, LOS ANGELES 90064",,
"14433 EMELITA ST, VAN NUYS 91401",,
"9244 19TH STREET, ALTA LOMA 91701",,
"66 W DUARTE RD, ARCADIA 91007",,
"15500 STEPHEN S WISE DR, BEL AIR 90077",,
"9603 BELMONT ST, BELLFLOWER 90706",,
"1417 S DOHENY DR, BEVERLY HILLS 90035",,
"20121 DEVONSHIRE ST, CHATSWORTH 91311",,
"6950 EDISON AVE, CHINO 91710",,
"4419 INGLEWOOD BLVD, LOS ANGELES 90066",,
"11321 WASHINGTON BLVD, LOS ANGELES 90066",,
"1840 YOSEMITE DR, EAGLE ROCK 90041",,
"1700 E PALOPINTO AVE, GLENDORA 91741",,
"15518 GALE AVE, HACIENDA HEIGHTS 91715",,
"6838 SUNSET BLVD, HOLLYWOOD 90028",,
"2400 W VERNON AVE, LOS ANGELES 90037",,
"3010 48TH ST, LOS ANGELES 90043",,
"857 GREEN AVE, LOS ANGELES 90017",,
"24772 CHRISANTA, MISSION VIEJO 92691",,
"2191 ORANGE OLIVE RD, ORANGE 92865",,
"907 KNOB HILL AVE, REDONDO BEACH 90277",,
"330 PALOS VERDES BLVD, REDONDO BEACH 90277",,
"725 CALIFORNIA AVE, SANTA MONICA 90403",,
"500 MARINA DRIVE, SEAL BEACH 90740",,
"1850 W SILVERLAKE DRIVE, SILVERLAKE 90026",,
"3525 MARICOPA ST, TORRANCE 90503",,
"601 N 5TH AVE, UPLAND 91786",,
"6441 LINCOLN, CYPRESS 90620",,
"13082 BOWEN ST, GARDEN GROVE 92843",,
"1733 N NEW HAMPSHIRE, HOLLYWOOD 90027",,
"6662 HEIL ST, HUNTINGTON BEACH 92647",,
"525 N MARKET STREET, INGLEWOOD 90302",,
"1913 PURDUE AVE, LOS ANGELES 90025",,
"3324 MALIBU CYN RD, MALIBU 90265",,
"5621 MONTE MALAGA DR, PALOS VERDES 90275",,
"2540 E ORANGE GROVE BLVD, PASADENA 91107",,
"4245 ACACIA AVE, PICO RIVERA 90660",,
"2050 N VALENCIA, PLACENTIA 92870",,
"100 CAJON BLVD, REDLANDS 92373",,
"3981 RIDGE RD, RIVERSIDE 92501",,
"785 N ARROWHEAD, SAN BERNARDINO 92401",,
"14TH  and  ARROWHEAD, SAN BERNARDINO 92405",,
"4241 VALLEY FAIR, SIMI 93063",,
"1316  LYNDON ST, SOUTH PASADENA 91030",,
"14339 ASTORIA ST, SYLMAR 91342",,
"1 CHURCH RD, THOUSAND OAKS 91362",,
"3290 LOMA VISTA RD, VENTURA 93003",,
"16221 MULLHOLLAND DRIVE, BEL AIR 90049",,
"1129 ALAMITOS AVE, LONG BEACH 90813",,